Unnamed: 0,date,price
0.0,2023-10-09 02:00:00,27948.10365174851
1.0,2023-10-10 02:00:00,27593.782534439662
2.0,2023-10-11 02:00:00,27392.247702732497
3.0,2023-10-12 02:00:00,26842.1904390924
4.0,2023-10-13 02:00:00,26729.137205815103
5.0,2023-10-14 02:00:00,26841.136220644406
6.0,2023-10-15 02:00:00,26863.18356907992
7.0,2023-10-16 02:00:00,27150.29700140705
8.0,2023-10-17 02:00:00,28513.30993247735
9.0,2023-10-18 02:00:00,28417.72175169982
10.0,2023-10-19 02:00:00,28328.245198134824
11.0,2023-10-20 02:00:00,28715.748142407952
12.0,2023-10-21 02:00:00,29677.392888476206
13.0,2023-10-22 02:00:00,29920.07449265145
14.0,2023-10-23 02:00:00,30019.38050086351
15.0,2023-10-24 02:00:00,32953.262760830985
16.0,2023-10-25 02:00:00,33846.72425733224
17.0,2023-10-26 02:00:00,34471.986031672015
18.0,2023-10-27 02:00:00,34174.451552912586
19.0,2023-10-28 02:00:00,33899.09305644032
20.0,2023-10-29 02:00:00,34092.630932838576
21.0,2023-10-30 01:00:00,34556.242814761616
22.0,2023-10-31 01:00:00,34498.70391946407
23.0,2023-11-01 01:00:00,34672.2892841885
24.0,2023-11-02 01:00:00,35457.45491210553
25.0,2023-11-03 01:00:00,34924.05545044328
26.0,2023-11-04 01:00:00,34731.38136896784
27.0,2023-11-05 01:00:00,35048.407834901074
28.0,2023-11-06 01:00:00,35061.92874919579
29.0,2023-11-07 01:00:00,35031.26888208706
30.0,2023-11-08 01:00:00,35436.53762957962
31.0,2023-11-09 01:00:00,35795.0806307102
32.0,2023-11-10 01:00:00,36768.42081912672
33.0,2023-11-11 01:00:00,37344.249000720345
34.0,2023-11-12 01:00:00,37122.72282430656
35.0,2023-11-13 01:00:00,37067.69698212008
36.0,2023-11-14 01:00:00,36549.16204829837
37.0,2023-11-15 01:00:00,35545.201433454065
38.0,2023-11-16 01:00:00,37903.66245166294
39.0,2023-11-17 01:00:00,36201.51611146142
40.0,2023-11-18 01:00:00,36527.76022530742
41.0,2023-11-19 01:00:00,36582.36844192274
42.0,2023-11-20 01:00:00,37413.99460790531
43.0,2023-11-21 01:00:00,37489.298470802016
44.0,2023-11-22 01:00:00,35965.36036068078
45.0,2023-11-23 01:00:00,37464.83293220907
46.0,2023-11-24 01:00:00,37293.316127426726
47.0,2023-11-25 01:00:00,37738.93169747125
48.0,2023-11-26 01:00:00,37809.85286625321
49.0,2023-11-27 01:00:00,37491.838186008135
50.0,2023-11-28 01:00:00,37250.16905148115
51.0,2023-11-29 01:00:00,37802.23604377473
52.0,2023-11-30 01:00:00,37810.34641654128
53.0,2023-12-01 01:00:00,37711.81837585267
54.0,2023-12-02 01:00:00,38688.25874179069
55.0,2023-12-03 01:00:00,39481.666416062864
56.0,2023-12-04 01:00:00,39960.27542041052
57.0,2023-12-05 01:00:00,41974.331772543344
58.0,2023-12-06 01:00:00,44105.94477259938
59.0,2023-12-07 01:00:00,43788.28880825234
60.0,2023-12-08 01:00:00,43270.11955970747
61.0,2023-12-09 01:00:00,44202.17610943621
62.0,2023-12-10 01:00:00,43745.49199189547
63.0,2023-12-11 01:00:00,43757.959937619176
64.0,2023-12-12 01:00:00,41200.96272610168
65.0,2023-12-13 01:00:00,41450.81938737744
66.0,2023-12-14 01:00:00,42931.76182603245
67.0,2023-12-15 01:00:00,43009.5954563739
68.0,2023-12-16 01:00:00,41992.01418722399
69.0,2023-12-17 01:00:00,42247.06788172229
70.0,2023-12-18 01:00:00,41410.819634575855
71.0,2023-12-19 01:00:00,42684.182554683386
72.0,2023-12-20 01:00:00,42250.20618279751
73.0,2023-12-21 01:00:00,43634.1241684964
74.0,2023-12-22 01:00:00,43849.69959939619
75.0,2023-12-23 01:00:00,44003.6960216438
76.0,2023-12-24 01:00:00,43752.03088478376
77.0,2023-12-25 01:00:00,43034.97106309152
78.0,2023-12-26 01:00:00,43638.23630220092
79.0,2023-12-27 01:00:00,42516.42694028252
80.0,2023-12-28 01:00:00,43418.46777504291
81.0,2023-12-29 01:00:00,42600.65063315619
82.0,2023-12-30 01:00:00,42074.70715618848
83.0,2023-12-31 01:00:00,42220.61140121376
84.0,2024-01-01 01:00:00,42208.20217618648
85.0,2024-01-02 01:00:00,44168.68118687473
86.0,2024-01-03 01:00:00,44994.67388689237
87.0,2024-01-04 01:00:00,42821.558989158
88.0,2024-01-05 01:00:00,44195.57856209971
89.0,2024-01-06 01:00:00,44113.69973389081
90.0,2024-01-07 01:00:00,43956.12071720152
91.0,2024-01-08 01:00:00,43883.74387905174
92.0,2024-01-09 01:00:00,46936.18556121751
93.0,2024-01-10 01:00:00,46105.94607828697
94.0,2024-01-11 01:00:00,46632.31314804979
95.0,2024-01-12 01:00:00,46314.35554160269
96.0,2024-01-13 01:00:00,42893.92960550481
97.0,2024-01-14 01:00:00,42848.47451640749
98.0,2024-01-15 01:00:00,41800.93282193406
99.0,2024-01-16 01:00:00,42587.336038354406
100.0,2024-01-17 01:00:00,43148.00164342693
101.0,2024-01-18 01:00:00,42713.859186938986
102.0,2024-01-19 01:00:00,41261.39479801012
103.0,2024-01-20 01:00:00,41600.94093254464
104.0,2024-01-21 01:00:00,41626.10711003664
105.0,2024-01-22 01:00:00,41541.89945706261
106.0,2024-01-23 01:00:00,39504.73005758438
107.0,2024-01-24 01:00:00,39833.45410501688
108.0,2024-01-25 01:00:00,40123.67105847147
109.0,2024-01-26 01:00:00,39938.28644155878
110.0,2024-01-27 01:00:00,41862.9356109399
111.0,2024-01-28 01:00:00,42119.61049464309
112.0,2024-01-29 01:00:00,42026.57856232145
113.0,2024-01-30 01:00:00,43267.60927638767
114.0,2024-01-31 01:00:00,42892.03453014447
115.0,2024-02-01 01:00:00,42583.26354663417
116.0,2024-02-02 01:00:00,43069.0434209368
117.0,2024-02-03 01:00:00,43170.65856159975
118.0,2024-02-04 01:00:00,42976.84829990829
119.0,2024-02-05 01:00:00,42599.35997055978
120.0,2024-02-06 01:00:00,42648.45692113544
121.0,2024-02-07 01:00:00,43087.78740814285
122.0,2024-02-08 01:00:00,44247.415415479314
123.0,2024-02-09 01:00:00,45338.27118978949
124.0,2024-02-10 01:00:00,47143.24299107112
125.0,2024-02-11 01:00:00,47768.995251247936
126.0,2024-02-12 01:00:00,48189.88179303987
127.0,2024-02-13 01:00:00,50050.13609456397
128.0,2024-02-14 01:00:00,49732.14536955351
129.0,2024-02-15 01:00:00,51790.16929752642
130.0,2024-02-16 01:00:00,51958.23029105492
131.0,2024-02-17 01:00:00,52166.43430976192
132.0,2024-02-18 01:00:00,51684.51749264525
133.0,2024-02-19 01:00:00,52138.48578873693
134.0,2024-02-20 01:00:00,51764.313185487765
135.0,2024-02-21 01:00:00,52286.79372554667
136.0,2024-02-22 01:00:00,51842.75676625642
137.0,2024-02-23 01:00:00,51319.500125702674
138.0,2024-02-24 01:00:00,50841.081094770896
139.0,2024-02-25 01:00:00,51553.096712831146
140.0,2024-02-26 01:00:00,51751.88405493456
141.0,2024-02-27 01:00:00,54478.19108312296
142.0,2024-02-28 01:00:00,57003.52673730811
143.0,2024-02-29 01:00:00,62558.58202419311
144.0,2024-03-01 01:00:00,61298.21686110162
145.0,2024-03-02 01:00:00,62426.64052919186
146.0,2024-03-03 01:00:00,62067.86680212177
147.0,2024-03-04 01:00:00,63053.10543906421
148.0,2024-03-05 01:00:00,68186.64593432152
149.0,2024-03-06 01:00:00,64291.536557569496
150.0,2024-03-07 01:00:00,66145.91927850846
151.0,2024-03-08 01:00:00,66944.87639053575
152.0,2024-03-09 01:00:00,68315.25192078314
153.0,2024-03-10 01:00:00,68508.0039626159
154.0,2024-03-11 01:00:00,69075.66688195744
155.0,2024-03-12 01:00:00,72130.55300765681
156.0,2024-03-13 01:00:00,71467.17350326062
157.0,2024-03-14 01:00:00,73097.76702694128
158.0,2024-03-15 01:00:00,71420.03180142345
159.0,2024-03-16 01:00:00,69497.7631929463
160.0,2024-03-17 01:00:00,65292.31329331289
161.0,2024-03-18 01:00:00,68425.41565643054
162.0,2024-03-19 01:00:00,67708.94360930806
163.0,2024-03-20 01:00:00,62132.51737873437
164.0,2024-03-21 01:00:00,67819.05570684028
165.0,2024-03-22 01:00:00,65535.97844847657
166.0,2024-03-23 01:00:00,63509.04496523133
167.0,2024-03-24 01:00:00,64285.80279102199
168.0,2024-03-25 01:00:00,67310.98326810106
169.0,2024-03-26 01:00:00,69938.94530200244
170.0,2024-03-27 01:00:00,70082.05122475982
171.0,2024-03-28 01:00:00,69435.75040305211
172.0,2024-03-29 01:00:00,70710.19534863312
173.0,2024-03-30 01:00:00,69919.05546148612
174.0,2024-03-31 01:00:00,69702.3087473573
175.0,2024-04-01 02:00:00,71246.95144060145
176.0,2024-04-02 02:00:00,69785.92503802372
177.0,2024-04-03 02:00:00,65440.41922587159
178.0,2024-04-04 02:00:00,66123.938539074
179.0,2024-04-05 02:00:00,68542.17715279506
180.0,2024-04-06 02:00:00,67978.61023408506
181.0,2024-04-07 02:00:00,69000.6499164776
182.0,2024-04-08 02:00:00,69401.97360911008
183.0,2024-04-09 02:00:00,71624.18486236996
184.0,2024-04-10 02:00:00,69158.64381207665
185.0,2024-04-11 02:00:00,70527.88997578963
186.0,2024-04-12 02:00:00,70106.66413070948
187.0,2024-04-13 02:00:00,67252.10504226631
188.0,2024-04-14 02:00:00,64404.82548907413
189.0,2024-04-15 02:00:00,65752.66004728881
190.0,2024-04-16 02:00:00,63430.5714573684
191.0,2024-04-17 02:00:00,63720.501587480736
192.0,2024-04-18 02:00:00,61328.89798860725
193.0,2024-04-19 02:00:00,63461.59269510717
194.0,2024-04-20 02:00:00,63988.818471785664
195.0,2024-04-21 02:00:00,64894.41869109179
196.0,2024-04-22 02:00:00,64936.4207567739
197.0,2024-04-23 02:00:00,66841.66685207361
198.0,2024-04-24 02:00:00,66406.95244392671
199.0,2024-04-25 02:00:00,64279.51812857524
200.0,2024-04-26 02:00:00,64486.183359158975
201.0,2024-04-27 02:00:00,63802.330049258766
202.0,2024-04-28 02:00:00,63517.248743409626
203.0,2024-04-29 02:00:00,63030.433616681854
204.0,2024-04-30 02:00:00,63797.67963589958
205.0,2024-05-01 02:00:00,60749.47209216387
206.0,2024-05-02 02:00:00,58297.57407532549
207.0,2024-05-03 02:00:00,59135.1733607733
208.0,2024-05-04 02:00:00,62839.34073569376
209.0,2024-05-05 02:00:00,63820.451902924986
210.0,2024-05-06 02:00:00,64010.00865210892
211.0,2024-05-07 02:00:00,63172.48129551341
212.0,2024-05-08 02:00:00,62363.057191718624
213.0,2024-05-09 02:00:00,61215.50400879193
214.0,2024-05-10 02:00:00,63148.59994309703
215.0,2024-05-11 02:00:00,60888.21674957157
216.0,2024-05-12 02:00:00,60776.97207917213
217.0,2024-05-13 02:00:00,61507.05400412135
218.0,2024-05-14 02:00:00,62878.783300729294
219.0,2024-05-15 02:00:00,61569.1130057734
220.0,2024-05-16 02:00:00,66220.51831432826
221.0,2024-05-17 02:00:00,65260.879803346186
222.0,2024-05-18 02:00:00,67053.12326509564
223.0,2024-05-19 02:00:00,66912.61861403697
224.0,2024-05-20 02:00:00,66252.71259591613
225.0,2024-05-21 02:00:00,71430.29700215145
226.0,2024-05-22 02:00:00,70189.8358177002
227.0,2024-05-23 02:00:00,69181.20085677762
228.0,2024-05-24 02:00:00,67906.46534276106
229.0,2024-05-25 02:00:00,68539.91646552991
230.0,2024-05-26 02:00:00,69268.44558973772
231.0,2024-05-27 02:00:00,68508.83110875699
232.0,2024-05-28 02:00:00,69367.23871755725
233.0,2024-05-29 02:00:00,68316.63588049631
234.0,2024-05-30 02:00:00,67577.26558995963
235.0,2024-05-31 02:00:00,68372.49288434093
236.0,2024-06-01 02:00:00,67474.95483698409
237.0,2024-06-02 02:00:00,67704.32641811523
238.0,2024-06-03 02:00:00,67740.01690222476
239.0,2024-06-04 02:00:00,68808.29368590549
240.0,2024-06-05 02:00:00,70600.01116676089
241.0,2024-06-06 02:00:00,71184.59943059199
242.0,2024-06-07 02:00:00,70759.58819301432
243.0,2024-06-08 02:00:00,69325.36238847222
244.0,2024-06-09 02:00:00,69315.1041233966
245.0,2024-06-10 02:00:00,69654.16073760358
246.0,2024-06-11 02:00:00,69493.17760915738
247.0,2024-06-12 02:00:00,67329.15232724321
248.0,2024-06-13 02:00:00,68224.51967501991
249.0,2024-06-14 02:00:00,66700.31696564378
250.0,2024-06-15 02:00:00,66011.07873713733
251.0,2024-06-16 02:00:00,66190.4874891135
252.0,2024-06-17 02:00:00,66615.53782131766
253.0,2024-06-18 02:00:00,66460.38897909952
254.0,2024-06-19 02:00:00,65109.31481219048
255.0,2024-06-20 02:00:00,64907.07460760319
256.0,2024-06-21 02:00:00,64844.67441797763
257.0,2024-06-22 02:00:00,64071.624284709695
258.0,2024-06-23 02:00:00,64239.90348813148
259.0,2024-06-24 02:00:00,63221.35738437477
260.0,2024-06-25 02:00:00,60363.23497529626
261.0,2024-06-26 02:00:00,61770.41387009536
262.0,2024-06-27 02:00:00,60749.89619402014
263.0,2024-06-28 02:00:00,61562.64532550036
264.0,2024-06-29 02:00:00,60317.09697945116
265.0,2024-06-30 02:00:00,60864.44316193428
266.0,2024-07-01 02:00:00,62734.39383945474
267.0,2024-07-02 02:00:00,62819.82226921849
268.0,2024-07-03 02:00:00,62042.5650371006
269.0,2024-07-04 02:00:00,60244.68076433092
270.0,2024-07-05 02:00:00,57189.17412408636
271.0,2024-07-06 02:00:00,56739.86285107204
272.0,2024-07-07 02:00:00,58230.4841542266
273.0,2024-07-08 02:00:00,55880.3753776708
274.0,2024-07-09 02:00:00,56665.14073352028
275.0,2024-07-10 02:00:00,57988.30351208401
276.0,2024-07-11 02:00:00,57704.20228446288
277.0,2024-07-12 02:00:00,57388.19247916668
278.0,2024-07-13 02:00:00,57899.28895749592
279.0,2024-07-14 02:00:00,59152.71913887286
280.0,2024-07-15 02:00:00,60942.32773996293
281.0,2024-07-16 02:00:00,64835.48973321571
282.0,2024-07-17 02:00:00,65162.23625234354
283.0,2024-07-18 02:00:00,64136.31384360687
284.0,2024-07-19 02:00:00,63959.56900809379
285.0,2024-07-20 02:00:00,66689.54880734957
286.0,2024-07-21 02:00:00,67206.06470614894
287.0,2024-07-22 02:00:00,68088.13996324532
288.0,2024-07-23 02:00:00,67607.71339918874
289.0,2024-07-24 02:00:00,65942.41746522837
290.0,2024-07-25 02:00:00,65403.53513022529
291.0,2024-07-26 02:00:00,65749.96361965332
292.0,2024-07-27 02:00:00,67920.2964857025
293.0,2024-07-28 02:00:00,68055.40838968738
294.0,2024-07-29 02:00:00,68242.2474440493
295.0,2024-07-30 02:00:00,66770.32091848266
296.0,2024-07-31 02:00:00,66219.05102486102
297.0,2024-08-01 02:00:00,64679.77864703252
298.0,2024-08-02 02:00:00,65357.52960767435
299.0,2024-08-03 02:00:00,61407.29547397454
300.0,2024-08-04 02:00:00,60738.7449250574
301.0,2024-08-05 02:00:00,58006.206586686734
302.0,2024-08-06 02:00:00,53956.26184159744
303.0,2024-08-07 02:00:00,55959.84107399357
304.0,2024-08-08 02:00:00,55099.95181146735
305.0,2024-08-09 02:00:00,61859.03159904161
306.0,2024-08-10 02:00:00,60912.588533350805
307.0,2024-08-11 02:00:00,60887.70861641504
308.0,2024-08-12 02:00:00,58804.23449992608
309.0,2024-08-13 02:00:00,59350.07433270696
310.0,2024-08-14 02:00:00,60601.22317789727
311.0,2024-08-15 02:00:00,58739.19382231015
312.0,2024-08-16 02:00:00,57624.11692852191
313.0,2024-08-17 02:00:00,58881.92579151217
314.0,2024-08-18 02:00:00,59430.79163445865
315.0,2024-08-19 02:00:00,58438.29374268541
316.0,2024-08-20 02:00:00,59574.94581294088
317.0,2024-08-21 02:00:00,59060.12610074137
318.0,2024-08-22 02:00:00,61144.68762866613
319.0,2024-08-23 02:00:00,60387.54062321362
320.0,2024-08-24 02:00:00,64049.68561555576
321.0,2024-08-25 02:00:00,64157.1606134782
322.0,2024-08-26 02:00:00,64265.81631272862
323.0,2024-08-27 02:00:00,62922.58634676265
324.0,2024-08-28 02:00:00,59526.560879590994
325.0,2024-08-29 02:00:00,59015.29633887944
326.0,2024-08-30 02:00:00,59351.5794909728
327.0,2024-08-31 02:00:00,59156.24603646356
328.0,2024-09-01 02:00:00,58960.23658664587
329.0,2024-09-02 02:00:00,57357.71617282246
330.0,2024-09-03 02:00:00,59108.73235863689
331.0,2024-09-04 02:00:00,57504.53858622044
332.0,2024-09-05 02:00:00,57987.84601410068
333.0,2024-09-06 02:00:00,56132.4047320886
334.0,2024-09-07 02:00:00,53923.35611071905
335.0,2024-09-08 02:00:00,54150.9383589072
336.0,2024-09-09 02:00:00,54792.40755768575
337.0,2024-09-10 02:00:00,57049.11875114327
338.0,2024-09-11 02:00:00,57624.16178336144
339.0,2024-09-12 02:00:00,57381.76444500048
340.0,2024-09-13 02:00:00,58106.95122981528
341.0,2024-09-14 02:00:00,60620.62747295754
342.0,2024-09-15 02:00:00,60003.29940083042
343.0,2024-09-16 02:00:00,59214.80226801806
344.0,2024-09-17 02:00:00,58211.123231286256
345.0,2024-09-18 02:00:00,60317.0319794625
346.0,2024-09-19 02:00:00,61440.41208494509
347.0,2024-09-20 02:00:00,62966.52931910512
348.0,2024-09-21 02:00:00,63128.224540748255
349.0,2024-09-22 02:00:00,63403.40234925936
350.0,2024-09-23 02:00:00,63582.59956924825
351.0,2024-09-24 02:00:00,63327.02654450202
352.0,2024-09-25 02:00:00,64334.14274876097
353.0,2024-09-26 02:00:00,63151.89959401337
354.0,2024-09-27 02:00:00,65130.76884023231
355.0,2024-09-28 02:00:00,65791.00212541742
356.0,2024-09-29 02:00:00,65934.10709441357
357.0,2024-09-30 02:00:00,65663.68986662335
358.0,2024-10-01 02:00:00,63243.27532464382
359.0,2024-10-02 02:00:00,60872.66854372554
360.0,2024-10-03 02:00:00,60655.55979196848
361.0,2024-10-04 02:00:00,60727.86395169296
362.0,2024-10-05 02:00:00,62103.01047283253
363.0,2024-10-06 02:00:00,62091.932585194016
364.0,2024-10-07 02:00:00,62811.79972811266
365.0,2024-10-07 02:45:11,63346.9938205837
,2024-10-08 02:00:00,62287.39010510681
,2024-10-09 02:00:00,62185.230423727575
,2024-10-10 02:00:00,60597.15045618275
,2024-10-11 02:00:00,60195.18073772453
,2024-10-12 02:00:00,62392.34048293159
,2024-10-13 02:00:00,63207.77062127557
,2024-10-14 02:00:00,62829.533686088886
,2024-10-15 02:00:00,66049.99492708022
,2024-10-16 02:00:00,66962.21994496793
,2024-10-17 02:00:00,67647.54414766871
,2024-10-18 02:00:00,67328.10527002988
,2024-10-19 02:00:00,68465.61920668735
,2024-10-20 02:00:00,68388.87128965274
,2024-10-21 02:00:00,68962.82918045693
,2024-10-22 02:00:00,67394.85775735618
,2024-10-23 02:00:00,67351.04793512498
,2024-10-24 02:00:00,66683.96806542306
,2024-10-25 02:00:00,68214.05205157402
,2024-10-26 02:00:00,66585.66535501445
,2024-10-27 02:00:00,67018.1650170265
,2024-10-28 01:00:00,67938.55412885673
,2024-10-29 01:00:00,69845.304531169
,2024-10-30 01:00:00,72781.11308158132
,2024-10-31 01:00:00,72342.62171127986
,2024-11-01 01:00:00,70264.99735573279
,2024-11-02 01:00:00,69507.92256395647
,2024-11-03 01:00:00,69299.16036699413
,2024-11-04 01:00:00,68803.50626277467
,2024-11-05 01:00:00,67793.29782704762
,2024-11-06 01:00:00,69335.42553133758
,2024-11-07 01:00:00,75620.88606963192
,2024-11-08 01:00:00,75987.24178320667
,2024-11-09 01:00:00,76550.0213845611
,2024-11-10 01:00:00,76630.22631415377
,2024-11-11 01:00:00,80466.71654833542
,2024-11-12 01:00:00,88637.42000322911
,2024-11-13 01:00:00,88264.59974582895
,2024-11-14 01:00:00,90488.10007497849
,2024-11-15 01:00:00,87407.51273710128
,2024-11-16 01:00:00,90947.97509443703
,2024-11-17 01:00:00,90606.45489380708
,2024-11-18 01:00:00,89841.47194135105
,2024-11-19 01:00:00,90534.62459650292
,2024-11-20 01:00:00,92251.65240738312
,2024-11-21 01:00:00,94217.02229634205
,2024-11-22 01:00:00,98509.11859102432
,2024-11-23 01:00:00,98927.49494553401
,2024-11-24 01:00:00,97679.46381643033
,2024-11-25 01:00:00,98015.9355289458
,2024-11-26 01:00:00,93004.70093103287
,2024-11-27 01:00:00,91931.83077291827
,2024-11-28 01:00:00,95981.18057210564
,2024-11-29 01:00:00,95661.59595817851
,2024-11-30 01:00:00,97453.2473451042
,2024-12-01 01:00:00,96513.14234698225
,2024-12-02 01:00:00,97311.70719084324
,2024-12-03 01:00:00,95833.1362300365
,2024-12-04 01:00:00,96031.63097759831
,2024-12-05 01:00:00,98881.4694561823
,2024-12-06 01:00:00,97201.50036407741
,2024-12-06 01:39:55,97228.83042358198
